Acquisition Year,Catalog No,Categories,Category,Collection,Collector,Country,Culture,Curatorial Notes,Date,Dimensions,Donor,Exhibition History,Hall,Keywords,Locale,Material,Period,Publication History,Region,Regions,Subject,Technique,Thumb URL,Title
1898 [EXPEDITION],30 / 6044,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:16.8 H:6.5 (in CM),"LUMHOLTZ, CARL, DR.",,,BOWL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6044.jpg,BOWL
1898 [EXPEDITION],30 / 6045,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:4.5 H:3.5 (in CM),"LUMHOLTZ, CARL, DR.",,,VASE,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6045.jpg,VASE
1898 [EXPEDITION],30 / 6046,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:17.8 W:14.8 H:11.5 (in CM),"LUMHOLTZ, CARL, DR.",,,VASE,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6046.jpg,VASE
1898 [EXPEDITION],30 / 6047,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"ONE L:12.7 W:8.6 H:2.9, TWO L:11.6 W:8.3 H:7.2 (in CM)","LUMHOLTZ, CARL, DR.",,,POTSHERD,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"POTTERY, SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6047.jpg,POTSHERDS
1898 [EXPEDITION],30 / 6048,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:7.2 L:7.9 H:8.4 (in CM),"LUMHOLTZ, CARL, DR.",,,PITCHER,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6048.jpg,PITCHER
1898 [EXPEDITION],30 / 6049,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:7.5 H:3.4 (in CM),"LUMHOLTZ, CARL, DR.",,,BOWL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6049.jpg,BOWL
1898 [EXPEDITION],30 / 6050,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:3.1 W:1.7 H:1.1 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURINE,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6050.jpg,HUMAN FIGURE
1898 [EXPEDITION],30 / 6051,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:13.3 H:4.8 (in CM),"LUMHOLTZ, CARL, DR.",,,BOWL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6051.jpg,BOWL
1898 [EXPEDITION],30 / 6052,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:9.7 H:3.1 (in CM),"LUMHOLTZ, CARL, DR.",,,SAUCER,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6052.jpg,SAUCER
1898 [EXPEDITION],30 / 6053,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:16.7 H:4.7 (in CM),"LUMHOLTZ, CARL, DR.",,,BOWL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, WHITE AND DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6053.jpg,BOWL
1898 [EXPEDITION],30 / 6054 B,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L: 19.0 W: 1.0 D: 0.5 (in CM),"LUMHOLTZ, CARL, DR.",,Mexico and Central America Hall,"AWL HANDLE, AWL POINT","DF/MEXICO, SAN SIMÓN","COPPER, BONE","POSTCLASSIC, circa A.D. 1000 - 1520",,,,AWL,,https://anthro.amnh.org/images/preview/30/30_6054B.jpg,AWL
1898 [EXPEDITION],30 / 6055,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:16 W:8.4 H:2.5 (in CM),"LUMHOLTZ, CARL, DR.",,,SPEAR POINT,"JALISCO, ZAPOTILTEC",STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_6055.jpg,SPEAR POINT
1898 [EXPEDITION],30 / 6056,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:18.3 W:6.4 H:1.6 (in CM),"LUMHOLTZ, CARL, DR.",,,STONE IMPLEMENT,"JALISCO, ZAPOTILTEC",STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_6056.jpg,IMPLEMENT
1898 [EXPEDITION],30 / 6057,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:10.1 W:5.3 H:2.6 (in CM),"LUMHOLTZ, CARL, DR.",,,AXE,,STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_6057.jpg,AXE
1898 [GIFT],30 / 6058,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,"LUMHOLTZ, CARL",MEXICO,,,,L: 13.0 W: 9.0 D: 1.3 (in CM),"JESUP, MORRIS K.",,Mexico and Central America Hall,CLUB HEAD,,STONE,,,,,(CLUB HEAD),,https://anthro.amnh.org/images/preview/30/30_6058.jpg,HUMAN FIGURE
1898 [EXPEDITION],30 / 6059,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:9.8 W:4.1 H:.7 (in CM),"LUMHOLTZ, CARL, DR.",,,LANCE POINT,"DF/MEXICO, SAN SIMÓN",OBSIDIAN,,,,,,"CHIPPED, EDGED",https://anthro.amnh.org/images/preview/30/30_6059.jpg,LANCE POINT
1898 [EXPEDITION],30 / 6060,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:10.6 D:3.7 (in CM),"LUMHOLTZ, CARL, DR.",,,PENDANT,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6060.jpg,PENDANT
1898 [EXPEDITION],30 / 6061,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:17.2 W:4.5 H:6.9 (in CM),"LUMHOLTZ, CARL, DR.",,,PIPE,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"ENGRAVED, SCULPTED",https://anthro.amnh.org/images/preview/30/30_6061.jpg,PIPE
1898 [EXPEDITION],30 / 6062,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:7.7 W:4.5 H:1.7 (in CM),"LUMHOLTZ, CARL, DR.",,,PENDANT,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6062.jpg,PENDANT
1898 [EXPEDITION],30 / 6063,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:5.5 W:4 H:7.8 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURINE,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6063.jpg,HUMAN FIGURE
1898 [EXPEDITION],30 / 6064,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,,"LUMHOLTZ, CARL, DR.",,,FAKE PENDANT,"DF/MEXICO, SAN SIMÓN","STONE, DIORITE",,,,,,,https://anthro.amnh.org/images/preview/30/30_6064.jpg,PENDANT
1898 [EXPEDITION],30 / 6068,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,,"LUMHOLTZ, CARL, DR.",,,FIGURINE,"DF/MEXICO, SAN SIMÓN",STONE,LATE 19TH CENTURY?,,,,,,https://anthro.amnh.org/images/preview/30/30_6068.jpg,HUMAN FIGURE
1898 [EXPEDITION],30 / 6070,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,,"LUMHOLTZ, CARL, DR.",,,FAKE STONE MASK,"DF/MEXICO, SAN SIMÓN",STONE (GREENSTONE),,,,,,,https://anthro.amnh.org/images/preview/30/30_6070.jpg,"MASK, FRAUD, MODERN"
1898 [EXPEDITION],30 / 6071,,CONTAINERS,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:12.5 H:11.3 (in CM),"LUMHOLTZ, CARL, DR.",,,POT,"DF/MEXICO, SAN SIMÓN","CLAY, BONE, ASH",,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6071.jpg,POT
1898 [EXPEDITION],30 / 6074,,SOUND DEVICES,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:7.9 W:4.5 H:4.7 (in CM),"LUMHOLTZ, CARL, DR.",,,WHISTLE,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6074.jpg,WHISTLE
1898 [EXPEDITION],30 / 6075,,SOUND DEVICES,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:8.7 W:3.2 H:3.2 (in CM),"LUMHOLTZ, CARL, DR.",,,WHISTLE,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6075.jpg,WHISTLE
1898 [GIFT],30 / 6076,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,"LUMHOLTZ, CARL",MEXICO,,,,L: 12.0 W: 7.5 (in CM),"JESUP, MORRIS K.",,Mexico and Central America Hall,FIGURINE,"DF/MEXICO, SAN SIMÓN",CLAY (TERRA COTTA),"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,"FIGURINE, HUMAN, STANDING",,https://anthro.amnh.org/images/preview/30/30_6076.jpg,FIGURINE
1898 [EXPEDITION],30 / 6077,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:15.6 W:9.2 H:3 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURINE,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6077.jpg,HUMAN FIGURE
1898 [EXPEDITION],30 / 6078,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:12 W:11.8 H:4.5 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURINE HEAD,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6078.jpg,HUMAN HEAD FIGURINE
1898 [EXPEDITION],30 / 6079,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:5.9 W:6.9 H:2.6 (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURINE HEAD,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6079.jpg,HEAD OF FIGURE
1898 [EXPEDITION],30 / 6080,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:5.2 W:5.1 H:9.7 (in CM),"LUMHOLTZ, CARL, DR.",,,"SHRINE, TEMPLE","DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6080.jpg,SHRINE OR TEMPLE
1898 [EXPEDITION],30 / 6081,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:8.1 W:5.6 H:2.8 (in CM),"LUMHOLTZ, CARL, DR.",,,BARK BEATER,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,INCISED,https://anthro.amnh.org/images/preview/30/30_6081.jpg,BARK BEATER
1898 [EXPEDITION],30 / 6082,,SOUND DEVICES,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,H:5.4 D:3.2 (in CM),"LUMHOLTZ, CARL, DR.",,,RATTLE,"JALISCO, TUXPAN",CLAY,,,,,,,https://anthro.amnh.org/images/preview/30/30_6082.jpg,RATTLE
1898 [EXPEDITION],30 / 6084,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:10.9 W:9 H:3.7 (in CM),"LUMHOLTZ, CARL, DR.",,,STAMP,,TERRA COTTA,,,,,,"SCULPTED, STAMPED",https://anthro.amnh.org/images/preview/30/30_6084.jpg,STAMP
1898 [EXPEDITION],30 / 6085,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:5 W:2.6 H:2.6 (in CM),"LUMHOLTZ, CARL, DR.",,,STAMP,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,"SCULPTED, STAMPED",https://anthro.amnh.org/images/preview/30/30_6085.jpg,STAMP
1898 [EXPEDITION],30 / 6086,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:3.6 W:1.8 H:.9 (in CM),"LUMHOLTZ, CARL, DR.",,,STAMP,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,"SCULPTED, STAMPED",https://anthro.amnh.org/images/preview/30/30_6086.jpg,STAMP
1898 [EXPEDITION],30 / 6087,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:7.2 W:5.9 H:2.4 (in CM),"LUMHOLTZ, CARL, DR.",,,STAMP,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,"SCULPTED, STAMPED",https://anthro.amnh.org/images/preview/30/30_6087.jpg,STAMP
1898 [EXPEDITION],30 / 6088,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:5.9 W:4 H:2.4 (in CM),"LUMHOLTZ, CARL, DR.",,,STAMP,"DF/MEXICO, SAN SIMÓN",TERRA COTTA,,,,,,"SCULPTED, STAMPED",https://anthro.amnh.org/images/preview/30/30_6088.jpg,STAMP
1898 [EXPEDITION],30 / 6089,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"LARGEST D:2.5 H:1, SMALLEST D:1.4 H:1.2 (in CM)","LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, INCISED",https://anthro.amnh.org/images/preview/30/30_6089.jpg,SPINDLE WHORLS
1898 [EXPEDITION],30 / 6090 A,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:3.4 H:.9 (in CM),"LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6090A.jpg,SPINDLE WHORLS
1898 [EXPEDITION],30 / 6090 B,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:3.3 H:1.3 (in CM),"LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6090B.jpg,SPINDLE WHORLS
1898 [EXPEDITION],30 / 6090 C,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:2.9 H:1.5 (in CM),"LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6090C.jpg,SPINDLE WHORLS
1898 [EXPEDITION],30 / 6091 A,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:4 H:1.7 (in CM),"LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,"CARVED, INCISED",https://anthro.amnh.org/images/preview/30/30_6091A.jpg,SPINDLE WHORL
1898 [EXPEDITION],30 / 6091 B,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:4.6 H:1.9 (in CM),"LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,"CARVED, INCISED",https://anthro.amnh.org/images/preview/30/30_6091B.jpg,SPINDLE WHORL
1898 [EXPEDITION],30 / 6091 C,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:4.9 W:2.5 (in CM),"LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,"CARVED, INCISED",https://anthro.amnh.org/images/preview/30/30_6091C.jpg,SPINDLE WHORL
1898 [GIFT],30 / 6091 D,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,"LUMHOLTZ, CARL",MEXICO,,,,DIA: 3.5 (in CM),"JESUP, MORRIS K.",,Mexico and Central America Hall,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",CLAY,"POSTCLASSIC, circa A.D. 1300 - 1500 (AZTEC)",,,,"SPINDLE WHORL, MALACATE",,https://anthro.amnh.org/images/preview/30/30_6091D.jpg,"SPINDLE WHORL, MALACATE"
1898 [GIFT],30 / 6091 E,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,"LUMHOLTZ, CARL",MEXICO,,,,DIA: 3.5 (in CM),"JESUP, MORRIS K.",,Mexico and Central America Hall,SPINDLE WHORL,,CLAY,POSTCLASSIC (1000/1100-1521 CE),,,,,,https://anthro.amnh.org/graphics/no_image1.jpg,SPINDLE WHORL
1898 [EXPEDITION],30 / 6092,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:3.6 H:.7 (in CM),"LUMHOLTZ, CARL, DR.",,,PENDANT,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6092.jpg,PENDANT
1898 [EXPEDITION],30 / 6093,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:4.6 W:3.2 H:.7 (in CM),"LUMHOLTZ, CARL, DR.",,,PENDANT,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6093.jpg,PENDANT
1898 [EXPEDITION],30 / 6095,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"LARGEST D:2.6 H:.1, SMALLEST D:2.2 H:.1 (in CM)","LUMHOLTZ, CARL, DR.",,,OBSIDIAN,"DF/MEXICO, SAN SIMÓN",OBSIDIAN,,,,,,"CARVED, CHIPPED",https://anthro.amnh.org/images/preview/30/30_6095.jpg,PIECES
1898 [EXPEDITION],30 / 6097,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:2 W:1.1 H:0.6 L:1.9 W:1.2 H:1 (in CM),"LUMHOLTZ, CARL, DR.",,,METAL ORNAMENT,"DF/MEXICO, SAN SIMÓN",BRASS,,,,,,FORGED,https://anthro.amnh.org/images/preview/30/30_6097.jpg,ORNAMENTS
1898 [EXPEDITION],30 / 6098,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:4.5 W:2.5 H:.2 (in CM),"LUMHOLTZ, CARL, DR.",,,POINT,"DF/MEXICO, SAN SIMÓN",OBSIDIAN,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6098.jpg,POINT
1898 [EXPEDITION],30 / 6099,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,LARGEST L:1.2 W:1.1 H:.5 (in CM),"LUMHOLTZ, CARL, DR.",,,BEAD,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,ENGRAVED,https://anthro.amnh.org/images/preview/30/30_6099.jpg,BEADS
1898 [EXPEDITION],30 / 6100,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"LARGEST L:2.1 W:1.5 H:.6, SMALLEST L:1.3 W:1 H:.4 (in CM)","LUMHOLTZ, CARL, DR.",,,BEAD,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,,https://anthro.amnh.org/images/preview/30/30_6100.jpg,BEADS
1898 [EXPEDITION],30 / 6101,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"ONE L:2.3 W:1.8 H:.6, TWO L:2 W:1.9 H:.6 (in CM)","LUMHOLTZ, CARL, DR.",,,PENDANT,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6101.jpg,PENDANTS
1898 [EXPEDITION],30 / 6102,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:7.2 W:1.8 H:.8 (in CM),"LUMHOLTZ, CARL, DR.",,,IMPLEMENT,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6102.jpg,IMPLEMENT
1898 [EXPEDITION],30 / 6103,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:2.8 W:1.5 H:.6 (in CM),"LUMHOLTZ, CARL, DR.",,,IMPLEMENT,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6103.jpg,IMPLEMENT
1898 [EXPEDITION],30 / 6104,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"ONE L:1.5 W:1.3 H:.5, TWO L:1.2 W:1 H:.4 (in CM)","LUMHOLTZ, CARL, DR.",,,BEAD,"DF/MEXICO, SAN SIMÓN",SHELL,,,,,,ENGRAVED,https://anthro.amnh.org/images/preview/30/30_6104.jpg,BEADS
1898 [EXPEDITION],30 / 6105,,SOUND DEVICES,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:18.6 W:2.9 D:6.3 H:7 (in CM),"LUMHOLTZ, CARL, DR.",,,FLUTE,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, DARK PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6105.jpg,FLUTE
1898 [EXPEDITION],30 / 6106,,SOUND DEVICES,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:16.7 W:2.6 D:6.3 H:6.3 (in CM),"LUMHOLTZ, CARL, DR.",,,FLUTE,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, DARK RED PIGMENT, PAINTED",https://anthro.amnh.org/images/preview/30/30_6106.jpg,FLUTE
1898 [EXPEDITION],30 / 6107,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,D:2.4 H:1.7 (in CM),"LUMHOLTZ, CARL, DR.",,,SPINDLE WHORL,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,SCULPTED,https://anthro.amnh.org/images/preview/30/30_6107.jpg,WHORL
1898 [EXPEDITION],30 / 6108,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,4 INCHES LONG (in CM),"LUMHOLTZ, CARL, DR.",,,FIGURINE,"DF/MEXICO, SAN SIMÓN",OBSIDIAN,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6108.jpg,FISH
1898 [EXPEDITION],30 / 6110,,COSTUME,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"D:15 LARGEST L:3 W:2.4 H:3.4, SMALLEST D:1.1 H:.4 (in CM)","LUMHOLTZ, CARL, DR.",,,"BEAD, NECKLACE, PENDANT","DF/MEXICO, SAN SIMÓN","STONE, OBSIDIAN",,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6110.jpg,NECKLACE WITH BEADS
1898 [EXPEDITION],30 / 6111,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"D:19.2 LARGEST D:3.9 H:2.7, SMALLEST D:1 H:.6 (in CM)","LUMHOLTZ, CARL, DR.",,,BEAD,"DF/MEXICO, SAN SIMÓN",STONE,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6111.jpg,BEADS
1898 [EXPEDITION],30 / 6112,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,2 1/4 INCHES LONG (in CM),"LUMHOLTZ, CARL, DR.",,,"FAKE FIGURINE HEAD, FAKE PENDANT","DF/MEXICO, SAN SIMÓN",STONE,,,,,,,https://anthro.amnh.org/images/preview/30/30_6112.jpg,PENDANT OF HUMAN HEAD
1898 [EXPEDITION],30 / 6113,,EQUIPMENT,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,L:5.1 W:3.9 H:2 (in CM),"LUMHOLTZ, CARL, DR.",,,STAMP,"DF/MEXICO, SAN SIMÓN",CLAY,,,,,,"SCULPTED, STAMPED",https://anthro.amnh.org/images/preview/30/30_6113.jpg,STAMP
1898 [EXPEDITION],30 / 6114,,,MEXICAN & CENTRAL AMERICAN ARCHAEOLOGICAL COLLECTION,,MEXICO,,,,"LARGEST L:2 W:1.8 H:.9, SMALLEST L:1.8 W:1.5 H:.9 (in CM)","LUMHOLTZ, CARL, DR.",,,FIGURINE HEAD,"DF/MEXICO, SAN SIMÓN",GYPSUM,,,,,,CARVED,https://anthro.amnh.org/images/preview/30/30_6114.jpg,HEADS
